date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:29:12	222872/222872	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2021:29:27%20GMT	https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/s/15686/undangan/915027.html	(from )
04:29:12	85/85	---M-Z	200	added ('OK')	text/plain	etag:%226d-60cfa61bb6aec-gzip%22	https://indoinvite.com/robots.txt		(from )
04:29:13	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2008%20Jan%202024%2021:29:28%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/www.googletagmanager.com/gtm.15445.delayed	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:13	73008/73008	---M-Z	200	added ('OK')	text/css	etag:%2211d30-60cfa618c5c34-gzip%22	https://indoinvite.com/nikah/css/animate.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/animate.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:14	25225/25225	---M-Z	200	added ('OK')	text/css	etag:%226289-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/icomoon.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/icomoon.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:14	134656/134656	---M-Z	200	added ('OK')	text/css	etag:%2220e00-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/bootstrap.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/bootstrap.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:15	7781/7781	---M-Z	200	added ('OK')	text/css	etag:%221e65-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/magnific-popup.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/magnific-popup.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:15	3630/3630	---M-Z	200	added ('OK')	text/css	etag:%22e2e-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/owl.carousel.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/owl.carousel.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:16	1055/1055	---M-Z	200	added ('OK')	text/css	etag:%2241f-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/owl.theme.default.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/owl.theme.default.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:16	37791/37791	---M-Z	200	added ('OK')	text/css	etag:%22939f-60cfa618c6bd4-gzip%22	https://indoinvite.com/nikah/css/style.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/css/style.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:16	15413/15413	---M-Z	200	added ('OK')	application/javascript	etag:%223c35-60cfa618e2153-gzip%22	https://indoinvite.com/nikah/js/modernizr-2.6.2.min.js	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/js/modernizr-2.6.2.min.js	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:17	26053/26053	---MCZ	200	added ('OK')	text/css	etag:%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://unpkg.com/aos@2.3.1/dist/aos.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/unpkg.com/aos@2.3.1/dist/aos.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:18	1967619/1967619	---MCZ	200	added ('OK')	text/css	etag:%221e0603-60cfa61bb7a8c-gzip%22	https://indoinvite.com/tailwind.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/tailwind.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:18	22567/22567	---M-Z	200	added ('OK')	text/css	etag:%225827-60c9952aedbe4-gzip%22	https://indoinvite.com/css/template.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/css/template.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:18	62/62	---MCZ	302	error ('Found')	text/plain	date:Mon,%2008%20Jan%202024%2021:29:33%20GMT	https://unpkg.com/tailwindcss@^1.0/dist/tailwind.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/unpkg.com/tailwindcss@^1.0/dist/tailwind.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:18	1967618/1967618	---MCZ	200	added ('OK')	text/css	etag:%221e0602-+7g5GxBqQ0BFI5Mmd9f2Ke69Z3U%22	https://unpkg.com/tailwindcss@1.9.6/dist/tailwind.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/unpkg.com/tailwindcss@1.9.6/dist/tailwind.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:19	5949/5949	---M-Z	200	added ('OK')	text/css	etag:W/%22173d-04zMQM6pb4nvNiajcVznwjNL8GU%22	https://cdn.jsdelivr.net/npm/@splidejs/splide@3.6.12/dist/css/splide.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/cdn.jsdelivr.net/npm/@splidejs/splide@3.6.12/dist/css/splide.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:19	2235/2235	---M-Z	200	added ('OK')	text/css	etag:W/%228bb-HyuCBeY0TaRrMJ+2bpmFgif3/4g%22	https://cdn.jsdelivr.net/npm/@splidejs/splide@3.6.12/dist/css/splide-core.min.css	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/cdn.jsdelivr.net/npm/@splidejs/splide@3.6.12/dist/css/splide-core.min.css	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:20	87370/87370	---M--	200	added ('OK')	image/jpeg	etag:%221554a-60133afbc6392%22	https://indoinvite.com/nikah/template/elegan/elegan-gold/EG-BC1.jpg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/template/elegan/elegan-gold/EG-BC1.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:20	35026/35026	---M--	200	added ('OK')	image/jpeg	etag:%2288d2-60133afbc6392%22	https://indoinvite.com/nikah/template/elegan/elegan-gold/EG-BC.jpg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/template/elegan/elegan-gold/EG-BC.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:21	95779/95779	---M--	200	added ('OK')	image/jpeg	etag:%2217623-60133afbc6392%22	https://indoinvite.com/nikah/template/elegan/elegan-gold/EG-BG.jpg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/template/elegan/elegan-gold/EG-BG.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:22	189115/189115	---M--	200	added ('OK')	image/jpeg	etag:%222e2bb-604bb2c5b1795%22	https://indoinvite.com/nikah/template/elegan/elegan-gold/EG-Awal.jpg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/template/elegan/elegan-gold/EG-Awal.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:22	196001/196001	---M--	200	added ('OK')	image/jpeg	etag:%2288b4e668822621cbdca4212ff5de36a2%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/upload/15686/1673519558foto_berdua.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/upload/15686/1673519558foto_berdua.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:23	26629/26629	---M--	200	added ('OK')	image/jpeg	etag:%223a49c5f4df9634eee6b97a2a7a935dee%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/template/beautiful-white/patern.jpg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/template/beautiful-white/patern.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:24	128896/128896	---M--	200	added ('OK')	image/gif	etag:%221f780-5fc0c748b1993%22	https://indoinvite.com/nikah/loading_new.gif	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/loading_new.gif	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:24	1620647/1620647	---M--	200	added ('OK')	image/png	etag:%22978fdafae42aa3ecc0609edcd64cd7b1%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/upload/galery/1673520048.png	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/upload/galery/1673520048.png	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:24	22436/22436	---M--	200	added ('OK')	image/png	etag:%2257a4-60cfa618e30f3%22	https://indoinvite.com/nikah/liputan6.png	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/liputan6.png	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:25	7287/7287	---M--	200	added ('OK')	image/png	etag:%221c77-60cfa618e7f12%22	https://indoinvite.com/nikah/merdeka.png	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/merdeka.png	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:25	12788/12788	---M--	200	added ('OK')	image/png	etag:%2231f4-60cfa618e30f3%22	https://indoinvite.com/nikah/kontan.png	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/indoinvite.com/nikah/kontan.png	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:26	281962/281962	---M--	200	added ('OK')	image/jpeg	etag:%22d687a31a6f834422aa57edb4b32947d7%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1681635581sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1681635581sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:27	639173/639173	---M--	200	added ('OK')	image/jpeg	etag:%22e018ed4f01d68830b366c6897c9ba770%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677073583sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677073583sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:27	449419/449419	---M--	200	added ('OK')	image/jpeg	etag:%22cb26cb25d3921815fcf071c4768dcf01%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677403995sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677403995sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:28	552522/552522	---M--	200	added ('OK')	image/jpeg	etag:%22d7b5ef6c1690bf6a835a7c44e83496bb%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677572138sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677572138sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:28	359641/359641	---M--	200	added ('OK')	image/jpeg	etag:%22cc37fed0ef984353ec347dad0f1c1c7c%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677572018sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677572018sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
04:29:29	402252/402252	---M--	200	added ('OK')	image/jpeg	etag:%2291bcfa98be6b27fc1309fa8d201c6654%22	https://sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7:indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677401120sampul_produk.jpeg	C:/Users/PC/Documents/Bahan%20Edit%20ian/Iklimmm/sin1.contabostorage.com/2db3bf1e16cd47a08843bb881e39cce7_indoinvite-staging/indoinvite-staging/indoinvite-staging/nikah/post/1677401120sampul_produk.jpg	(from https://indoinvite.com/s/15686/undangan/91?kpd=Bapak%20Budi&contoh=1)
